Step,owner,age,GM,harvest,crop,plID,X,Y
35,32,1,-28000.0,0.0,cashew,8,67,45
35,32,1,-28000.0,0.0,cashew,4,70,33
35,32,26,1693125.0,4837.5,cashew,2,70,43
35,32,1,-28000.0,0.0,cashew,3,71,34
35,32,1,-28000.0,0.0,cashew,5,71,41
35,32,1,-28000.0,0.0,cashew,6,71,42
35,27,9,1324653.75,3784.725,cashew,2,71,45
35,32,26,1312500.0,3750.0,cashew,1,72,34
35,27,9,981225.0,2803.5,cashew,1,78,35
35,23,4,157500.0,450.0,cashew,4,80,43
35,23,4,157500.0,450.0,cashew,3,81,42
35,23,12,1693125.0,4837.5,cashew,1,81,50
35,23,4,220499.99999999997,629.9999999999999,cashew,7,84,54
35,23,12,1706249.9999999998,4874.999999999999,cashew,2,86,51
35,23,4,229950.0,657.0,cashew,8,87,49
35,23,4,218925.0,625.5,cashew,6,88,51
35,23,4,209474.99999999997,598.4999999999999,cashew,5,91,49
36,11,5,321825.0,919.5,cashew,8,30,59
36,11,16,1312500.0,3750.0,cashew,1,30,60
36,11,5,321825.0,919.5,cashew,5,30,61
36,11,16,1312500.0,3750.0,cashew,2,30,65
36,11,5,321825.0,919.5,cashew,3,31,60
36,11,5,321825.0,919.5,cashew,7,32,67
36,0,37,4568812500.0,-221250.0,cashew,0,33,62
36,11,5,321825.0,919.5,cashew,4,33,67
36,11,5,321825.0,919.5,cashew,6,34,68
36,30,28,875000.0,2500.0,cashew,2,38,56
36,30,28,875000.0,2500.0,cashew,1,39,58
36,53,2,0.0,0.0,cashew,2,42,81
36,49,20,1758749.9999999998,5024.999999999999,cashew,2,43,83
36,26,17,1312500.0,3750.0,cashew,1,44,33
36,26,17,1312500.0,3750.0,cashew,2,45,32
36,53,2,0.0,0.0,cashew,1,45,79
36,49,20,1693125.0,4837.5,cashew,1,49,84
36,7,24,1719375.0,4912.5,cashew,1,51,25
36,7,18,1798124.9999999998,5137.499999999999,cashew,7,52,18
36,4,3,0.0,0.0,cashew,1,53,69
36,4,3,0.0,0.0,cashew,2,53,70
36,7,18,1312500.0,3750.0,cashew,6,54,31
36,7,18,1312500.0,3750.0,cashew,3,55,31
36,7,18,1312500.0,3750.0,cashew,4,55,32
36,7,18,1785000.0,5100.0,cashew,8,57,16
36,7,24,1732499.9999999998,4949.999999999999,cashew,2,57,23
36,7,18,1312500.0,3750.0,cashew,5,58,31
36,1,1,-28000.0,0.0,cashew,2,64,37
36,1,1,-28000.0,0.0,cashew,1,66,33
36,32,2,0.0,0.0,cashew,7,67,44
36,32,2,0.0,0.0,cashew,8,67,45
36,32,2,0.0,0.0,cashew,4,70,33
36,32,27,1693125.0,4837.5,cashew,2,70,43
36,32,2,0.0,0.0,cashew,3,71,34
36,32,2,0.0,0.0,cashew,5,71,41
36,32,2,0.0,0.0,cashew,6,71,42
36,27,10,1547201.25,4420.575,cashew,2,71,45
36,32,27,1312500.0,3750.0,cashew,1,72,34
36,27,10,1146075.0,3274.5,cashew,1,78,35
36,23,5,321825.0,919.5,cashew,4,80,43
36,23,5,321825.0,919.5,cashew,3,81,42
36,23,13,1693125.0,4837.5,cashew,1,81,50
36,23,5,450554.9999999999,1287.2999999999997,cashew,7,84,54
36,23,13,1706249.9999999998,4874.999999999999,cashew,2,86,51
36,23,5,469864.5,1342.47,cashew,8,87,49
36,23,5,447336.75,1278.105,cashew,6,88,51
36,23,5,428027.2499999999,1222.9349999999997,cashew,5,91,49
37,11,6,486675.0,1390.5,cashew,8,30,59
37,11,17,1312500.0,3750.0,cashew,1,30,60
37,11,6,486675.0,1390.5,cashew,5,30,61
37,11,17,1312500.0,3750.0,cashew,2,30,65
37,11,6,486675.0,1390.5,cashew,3,31,60
37,11,6,486675.0,1390.5,cashew,7,32,67
37,0,38,6248812500.0,-258750.0,cashew,0,33,62
37,11,6,486675.0,1390.5,cashew,4,33,67
37,11,6,486675.0,1390.5,cashew,6,34,68
37,49,0,0.0,0.0,cashew,3,36,77
37,30,29,875000.0,2500.0,cashew,2,38,56
37,30,29,875000.0,2500.0,cashew,1,39,58
37,53,3,0.0,0.0,cashew,2,42,81
37,49,21,1758749.9999999998,5024.999999999999,cashew,2,43,83
37,26,18,1312500.0,3750.0,cashew,1,44,33
37,26,18,1312500.0,3750.0,cashew,2,45,32
37,53,3,0.0,0.0,cashew,1,45,79
37,49,0,0.0,0.0,cashew,6,45,83
37,49,0,0.0,0.0,cashew,5,45,85
37,49,0,0.0,0.0,cashew,7,48,87
37,49,21,1693125.0,4837.5,cashew,1,49,84
37,49,0,0.0,0.0,cashew,8,50,85
37,7,25,1719375.0,4912.5,cashew,1,51,25
37,7,19,1798124.9999999998,5137.499999999999,cashew,7,52,18
37,4,4,157500.0,450.0,cashew,1,53,69
37,4,4,157500.0,450.0,cashew,2,53,70
37,49,0,0.0,0.0,cashew,4,53,88
37,7,19,1312500.0,3750.0,cashew,6,54,31
37,7,19,1312500.0,3750.0,cashew,3,55,31
37,7,19,1312500.0,3750.0,cashew,4,55,32
37,7,19,1785000.0,5100.0,cashew,8,57,16
37,7,25,1732499.9999999998,4949.999999999999,cashew,2,57,23
37,7,19,1312500.0,3750.0,cashew,5,58,31
37,64,0,0.0,0.0,cashew,2,59,22
37,64,0,0.0,0.0,cashew,1,60,22
37,1,2,0.0,0.0,cashew,2,64,37
37,1,2,0.0,0.0,cashew,1,66,33
37,32,3,0.0,0.0,cashew,7,67,44
37,32,3,0.0,0.0,cashew,8,67,45
37,32,3,0.0,0.0,cashew,4,70,33
37,32,28,1693125.0,4837.5,cashew,2,70,43
37,32,3,0.0,0.0,cashew,3,71,34
37,32,3,0.0,0.0,cashew,5,71,41
37,32,3,0.0,0.0,cashew,6,71,42
37,27,11,1771875.0,5062.5,cashew,2,71,45
37,32,28,1312500.0,3750.0,cashew,1,72,34
37,27,11,1312500.0,3750.0,cashew,1,78,35
37,23,6,486675.0,1390.5,cashew,4,80,43
37,23,6,486675.0,1390.5,cashew,3,81,42
37,23,14,1693125.0,4837.5,cashew,1,81,50
37,23,6,681344.9999999999,1946.6999999999996,cashew,7,84,54
37,23,14,1706249.9999999998,4874.999999999999,cashew,2,86,51
37,23,6,710545.5,2030.1299999999999,cashew,8,87,49
37,23,6,676478.25,1932.795,cashew,6,88,51
37,23,6,647277.7499999999,1849.3649999999998,cashew,5,91,49
38,11,7,651525.0,1861.5,cashew,8,30,59
38,11,18,1312500.0,3750.0,cashew,1,30,60
38,11,7,651525.0,1861.5,cashew,5,30,61
38,11,18,1312500.0,3750.0,cashew,2,30,65
38,11,7,651525.0,1861.5,cashew,3,31,60
38,11,7,651525.0,1861.5,cashew,7,32,67
38,0,39,8191312500.0,-296250.0,cashew,0,33,62
38,11,7,651525.0,1861.5,cashew,4,33,67
38,11,7,651525.0,1861.5,cashew,6,34,68
38,49,1,-28000.0,0.0,cashew,3,36,77
38,30,30,875000.0,2500.0,cashew,2,38,56
38,30,30,875000.0,2500.0,cashew,1,39,58
38,53,4,215774.99999999997,616.4999999999999,cashew,2,42,81
38,49,22,1758749.9999999998,5024.999999999999,cashew,2,43,83
38,26,19,1312500.0,3750.0,cashew,1,44,33
38,26,19,1312500.0,3750.0,cashew,2,45,32
38,53,4,212625.0,607.5,cashew,1,45,79
38,49,1,-28000.0,0.0,cashew,6,45,83
38,49,1,-28000.0,0.0,cashew,5,45,85
38,49,1,-28000.0,0.0,cashew,7,48,87
38,49,22,1693125.0,4837.5,cashew,1,49,84
38,49,1,-28000.0,0.0,cashew,8,50,85
38,7,26,1719375.0,4912.5,cashew,1,51,25
38,7,20,1798124.9999999998,5137.499999999999,cashew,7,52,18
38,4,5,321825.0,919.5,cashew,1,53,69
38,4,5,321825.0,919.5,cashew,2,53,70
38,49,1,-28000.0,0.0,cashew,4,53,88
38,7,20,1312500.0,3750.0,cashew,6,54,31
38,7,20,1312500.0,3750.0,cashew,3,55,31
38,7,20,1312500.0,3750.0,cashew,4,55,32
38,7,20,1785000.0,5100.0,cashew,8,57,16
38,7,26,1732499.9999999998,4949.999999999999,cashew,2,57,23
38,7,20,1312500.0,3750.0,cashew,5,58,31
38,64,1,-28000.0,0.0,cashew,2,59,22
38,64,1,-28000.0,0.0,cashew,1,60,22
38,1,3,0.0,0.0,cashew,2,64,37
38,1,3,0.0,0.0,cashew,1,66,33
38,32,4,209474.99999999997,598.4999999999999,cashew,7,67,44
38,32,4,214200.0,612.0,cashew,8,67,45
38,32,4,157500.0,450.0,cashew,4,70,33
38,32,29,1693125.0,4837.5,cashew,2,70,43
38,32,4,157500.0,450.0,cashew,3,71,34
38,32,4,195300.0,558.0,cashew,5,71,41
38,32,4,203175.0,580.5,cashew,6,71,42
38,27,12,1771875.0,5062.5,cashew,2,71,45
38,32,29,1312500.0,3750.0,cashew,1,72,34
38,27,12,1312500.0,3750.0,cashew,1,78,35
38,34,0,0.0,0.0,cashew,1,78,40
38,34,0,0.0,0.0,cashew,2,79,40
38,23,7,651525.0,1861.5,cashew,4,80,43
38,23,7,651525.0,1861.5,cashew,3,81,42
38,23,15,1693125.0,4837.5,cashew,1,81,50
38,23,7,912134.9999999998,2606.0999999999995,cashew,7,84,54
38,23,15,1706249.9999999998,4874.999999999999,cashew,2,86,51
38,23,7,951226.5,2717.79,cashew,8,87,49
38,23,7,905619.75,2587.485,cashew,6,88,51
38,23,7,866528.2499999999,2475.7949999999996,cashew,5,91,49
39,11,8,816375.0,2332.5,cashew,8,30,59
39,11,19,1312500.0,3750.0,cashew,1,30,60
39,11,8,816375.0,2332.5,cashew,5,30,61
39,11,19,1312500.0,3750.0,cashew,2,30,65
39,11,8,816375.0,2332.5,cashew,3,31,60
39,11,8,816375.0,2332.5,cashew,7,32,67
39,0,40,10396312500.0,-333750.0,cashew,0,33,62
39,11,8,816375.0,2332.5,cashew,4,33,67
39,11,8,816375.0,2332.5,cashew,6,34,68
39,49,2,0.0,0.0,cashew,3,36,77
39,30,31,875000.0,2500.0,cashew,2,38,56
39,30,31,875000.0,2500.0,cashew,1,39,58
39,53,5,440900.25,1259.715,cashew,2,42,81
39,49,23,1758749.9999999998,5024.999999999999,cashew,2,43,83
39,26,20,1312500.0,3750.0,cashew,1,44,33
39,26,20,1312500.0,3750.0,cashew,2,45,32
39,53,5,434463.75,1241.325,cashew,1,45,79
39,49,2,0.0,0.0,cashew,6,45,83
39,49,2,0.0,0.0,cashew,5,45,85
39,49,2,0.0,0.0,cashew,7,48,87
39,49,23,1693125.0,4837.5,cashew,1,49,84
39,49,2,0.0,0.0,cashew,8,50,85
39,7,27,1719375.0,4912.5,cashew,1,51,25
39,7,21,1798124.9999999998,5137.499999999999,cashew,7,52,18
39,4,6,486675.0,1390.5,cashew,1,53,69
39,4,6,486675.0,1390.5,cashew,2,53,70
39,49,2,0.0,0.0,cashew,4,53,88
39,7,21,1312500.0,3750.0,cashew,6,54,31
39,7,21,1312500.0,3750.0,cashew,3,55,31
39,7,21,1312500.0,3750.0,cashew,4,55,32
39,7,21,1785000.0,5100.0,cashew,8,57,16
39,7,27,1732499.9999999998,4949.999999999999,cashew,2,57,23
39,7,21,1312500.0,3750.0,cashew,5,58,31
39,64,2,0.0,0.0,cashew,2,59,22
39,64,2,0.0,0.0,cashew,1,60,22
39,1,4,214200.0,612.0,cashew,2,64,37
39,1,4,157500.0,450.0,cashew,1,66,33
39,32,5,428027.2499999999,1222.9349999999997,cashew,7,67,44
39,32,5,437682.0,1250.52,cashew,8,67,45
39,32,5,321825.0,919.5,cashew,4,70,33
39,32,30,1693125.0,4837.5,cashew,2,70,43
39,32,5,321825.0,919.5,cashew,3,71,34
39,32,5,399062.99999999994,1140.1799999999998,cashew,5,71,41
39,32,5,415154.25,1186.155,cashew,6,71,42
39,27,13,1771875.0,5062.5,cashew,2,71,45
39,32,30,1312500.0,3750.0,cashew,1,72,34
39,27,13,1312500.0,3750.0,cashew,1,78,35
39,34,1,-28000.0,0.0,cashew,1,78,40
39,34,1,-28000.0,0.0,cashew,2,79,40
39,23,8,816375.0,2332.5,cashew,4,80,43
39,23,8,816375.0,2332.5,cashew,3,81,42
39,23,16,1693125.0,4837.5,cashew,1,81,50
39,23,8,1142924.9999999998,3265.4999999999995,cashew,7,84,54
39,23,16,1706249.9999999998,4874.999999999999,cashew,2,86,51
39,23,8,1191907.5,3405.45,cashew,8,87,49
39,23,8,1134761.25,3242.1749999999997,cashew,6,88,51
39,23,8,1085778.7499999998,3102.2249999999995,cashew,5,91,49
