Step,owner,plID,crop,mgt,harvest,GM,pot,steps_cult,suitability,steps_fallow,X,Y
5,35,6,M,lo,1800.0,111940.0,1.5,10,1.5,0,85,30
5,35,12,M,lo,1800.0,111940.0,1.5,7,1.5,0,85,31
5,1,4,M,lo,2268.0,154996.0,1.8900000000000001,0,1.5,14,85,34
5,1,0,M,lo,2214.0,150028.0,1.845,4,1.5,0,85,36
5,23,10,M,lo,2250.0,153340.0,1.875,2,1.5,0,86,19
5,1,22,M,lo,0.0,0.0,1.8900000000000001,0,1.5,14,86,32
5,12,23,G,lo,896.67,179334.0,1.845,4,1.5,0,87,29
5,12,5,M,lo,2250.0,153340.0,1.875,1,1.5,0,87,35
5,23,7,G,lo,729.0,145800.0,1.5,13,1.5,0,88,22
5,55,5,G,lo,903.9599999999999,180791.99999999997,1.8599999999999999,3,1.5,0,88,23
5,55,1,M,lo,1800.0,111940.0,1.5,14,1.5,0,88,26
5,23,4,C,lo,1350.0,241918.0,1.5,6,1.5,0,89,21
5,23,1,M,lo,1800.0,111940.0,1.5,12,1.5,0,89,22
5,23,3,M,lo,1800.0,111940.0,1.5,13,1.5,0,89,23
5,12,2,M,lo,2232.0,151684.0,1.8599999999999999,3,1.5,0,89,24
5,55,0,C,lo,1350.0,241918.0,1.5,14,1.5,0,89,25
5,55,2,M,lo,1800.0,111940.0,1.5,14,1.5,0,89,27
5,12,0,G,lo,896.67,179334.0,1.845,4,1.5,0,89,29
5,12,15,G,lo,729.0,145800.0,1.5,15,1.5,0,89,32
5,12,17,M,lo,1800.0,111940.0,1.5,14,1.5,0,89,33
5,59,5,M,lo,1800.0,111940.0,1.5,6,1.5,0,89,36
5,23,2,M,lo,1800.0,111940.0,1.5,15,1.5,0,90,23
5,23,9,G,lo,896.67,179334.0,1.845,4,1.5,0,90,24
5,55,3,M,lo,1800.0,111940.0,1.5,15,1.5,0,90,26
5,12,12,C,lo,1350.0,241918.0,1.5,14,1.5,0,90,34
5,12,20,C,lo,1350.0,241918.0,1.5,14,1.5,0,90,35
5,59,0,C,lo,1350.0,241918.0,1.5,9,1.5,0,90,36
5,59,2,M,lo,1800.0,111940.0,1.5,6,1.5,0,90,37
5,12,22,M,lo,2196.0,148372.0,1.83,5,1.5,0,90,38
5,23,0,M,lo,1800.0,111940.0,1.5,12,1.5,0,91,22
5,23,5,G,lo,729.0,145800.0,1.5,14,1.5,0,91,23
5,12,1,M,lo,2214.0,150028.0,1.845,4,1.5,0,91,27
5,12,4,G,lo,911.25,182250.0,1.875,1,1.5,0,91,28
5,12,14,G,lo,729.0,145800.0,1.5,10,1.5,0,91,29
5,12,6,G,lo,729.0,145800.0,1.5,15,1.5,0,91,33
5,12,7,M,lo,1800.0,111940.0,1.5,8,1.5,0,91,34
5,12,11,G,lo,729.0,145800.0,1.5,13,1.5,0,91,35
5,59,1,M,lo,1800.0,111940.0,1.5,7,1.5,0,91,37
5,59,4,G,lo,729.0,145800.0,1.5,8,1.5,0,91,38
5,23,6,C,lo,1350.0,241918.0,1.5,10,1.5,0,92,22
5,12,18,M,lo,1800.0,111940.0,1.5,15,1.5,0,92,28
5,12,10,M,lo,1800.0,111940.0,1.5,9,1.5,0,92,35
5,12,19,G,lo,729.0,145800.0,1.5,11,1.5,0,92,36
5,59,3,G,lo,729.0,145800.0,1.5,13,1.5,0,92,37
5,2,8,M,lo,1800.0,111940.0,1.5,10,1.5,0,92,38
5,2,12,C,lo,1647.0,308743.0,1.83,5,1.5,0,92,40
5,2,0,G,lo,896.67,179334.0,1.845,4,1.5,0,92,42
5,14,15,M,lo,2178.0,146716.0,1.815,5,1.5,0,92,43
5,12,8,C,lo,1350.0,241918.0,1.5,14,1.5,0,93,35
5,12,16,C,lo,1350.0,241918.0,1.5,13,1.5,0,93,36
5,2,6,M,lo,1800.0,111940.0,1.5,7,1.5,0,93,37
5,2,7,C,lo,1350.0,241918.0,1.5,9,1.5,0,93,39
5,12,3,M,lo,2214.0,150028.0,1.845,3,1.5,0,93,40
5,42,3,C,lo,1350.0,241918.0,1.5,10,1.5,0,93,44
5,12,9,G,lo,729.0,145800.0,1.5,11,1.5,0,94,35
5,2,10,M,lo,1800.0,111940.0,1.5,13,1.5,0,94,36
5,2,9,C,lo,1350.0,241918.0,1.5,12,1.5,0,94,40
5,14,16,G,lo,889.38,177876.0,1.83,4,1.5,0,94,44
5,42,0,C,lo,1350.0,241918.0,1.5,9,1.5,0,94,45
5,12,13,C,lo,1350.0,241918.0,1.5,14,1.5,0,95,35
5,2,4,C,lo,1350.0,241918.0,1.5,11,1.5,0,95,37
5,2,5,G,lo,729.0,145800.0,1.5,10,1.5,0,95,39
5,2,15,C,lo,1674.0,314818.0,1.8599999999999999,2,1.5,0,95,43
5,42,2,M,lo,1800.0,111940.0,1.5,11,1.5,0,95,46
5,42,1,M,lo,1800.0,111940.0,1.5,10,1.5,0,95,47
5,23,11,M,lo,2268.0,154996.0,1.8900000000000001,1,1.5,0,96,22
5,2,1,M,lo,2232.0,151684.0,1.8599999999999999,3,1.5,0,96,43
5,2,16,G,lo,911.25,182250.0,1.875,1,1.5,0,96,45
5,14,7,C,lo,1350.0,241918.0,1.5,9,1.5,0,97,50
5,14,5,M,lo,1800.0,111940.0,1.5,12,1.5,0,97,51
5,14,2,M,lo,1800.0,111940.0,1.5,12,1.5,0,97,55
5,2,13,M,lo,2214.0,150028.0,1.845,4,1.5,0,98,40
5,42,5,M,lo,2232.0,151684.0,1.8599999999999999,3,1.5,0,98,49
5,14,9,C,lo,1350.0,241918.0,1.5,13,1.5,0,98,53
5,14,11,G,lo,729.0,145800.0,1.5,8,1.5,0,98,56
5,2,2,C,lo,1687.5,317855.5,1.875,1,1.5,0,99,40
5,42,6,C,lo,1687.5,317855.5,1.875,2,1.5,0,99,50
5,42,7,G,lo,918.5400000000001,183708.00000000003,1.8900000000000001,1,1.5,0,100,55
5,2,3,C,lo,1701.0,320893.0,1.8900000000000001,0,1.5,14,101,40
5,2,14,G,lo,903.9599999999999,180791.99999999997,1.8599999999999999,3,1.5,0,101,42
5,2,17,M,lo,0.0,0.0,1.8900000000000001,0,1.5,14,101,43
5,70,0,M,hi,2250.0,153340.0,1.875,2,1.5,0,103,49
6,69,0,C,lo,0.0,0.0,0.0,0,1.0,0,2,83
6,17,10,G,lo,867.51,173502.0,1.785,6,1.5,0,16,31
6,40,11,G,lo,48.6,9720.0,0.1,12,0.1,0,16,40
6,53,8,M,lo,3799.5,277119.0,1.5,15,1.5,0,17,29
6,17,0,C,lo,1593.0,296593.0,1.77,5,1.5,0,17,30
6,28,8,C,lo,1350.0,241918.0,1.5,12,1.5,0,17,34
6,28,11,C,lo,1350.0,241918.0,1.5,14,1.5,0,17,35
6,49,5,C,hi,1687.5,317855.5,1.875,3,1.5,0,17,37
6,53,5,G,lo,1530.0,297000.0,1.5,10,1.5,0,18,27
6,53,6,M,lo,3799.5,277119.0,1.5,13,1.5,0,18,28
6,28,4,M,lo,1800.0,111940.0,1.5,14,1.5,0,18,34
6,28,5,G,lo,729.0,145800.0,1.5,11,1.5,0,18,35
6,28,6,G,lo,729.0,145800.0,1.5,7,1.5,0,18,36
6,28,14,C,lo,1647.0,308743.0,1.83,6,1.5,0,18,37
6,20,5,M,lo,1800.0,111940.0,1.5,15,1.5,0,19,26
6,28,1,C,lo,1350.0,241918.0,1.5,13,1.5,0,19,34
6,28,3,G,lo,729.0,145800.0,1.5,13,1.5,0,19,35
6,28,9,G,lo,729.0,145800.0,1.5,8,1.5,0,19,37
6,46,4,M,lo,2232.0,151684.0,1.8599999999999999,4,1.5,0,19,39
6,36,3,M,lo,1800.0,111940.0,1.5,9,1.5,0,19,41
6,53,3,G,lo,1530.0,297000.0,1.5,9,1.5,0,20,29
6,28,2,M,lo,1800.0,111940.0,1.5,16,1.5,0,20,33
6,28,7,M,lo,1800.0,111940.0,1.5,7,1.5,0,20,37
6,49,3,G,hi,729.0,145800.0,1.5,12,1.5,0,20,40
6,36,11,G,lo,729.0,145800.0,1.5,15,1.5,0,20,41
6,17,6,G,lo,729.0,145800.0,1.5,13,1.5,0,21,24
6,53,1,G,lo,1530.0,297000.0,1.5,8,1.5,0,21,28
6,53,2,G,lo,1530.0,297000.0,1.5,10,1.5,0,21,29
6,28,12,C,lo,1350.0,241918.0,1.5,10,1.5,0,21,37
6,49,1,M,hi,1800.0,111940.0,1.5,12,1.5,0,21,40
6,36,15,M,lo,1800.0,111940.0,1.5,12,1.5,0,21,41
6,20,0,G,lo,729.0,145800.0,1.5,10,1.5,0,22,22
6,17,8,M,lo,1800.0,111940.0,1.5,15,1.5,0,22,23
6,17,3,M,lo,1800.0,111940.0,1.5,13,1.5,0,22,24
6,17,2,M,lo,1800.0,111940.0,1.5,7,1.5,0,22,26
6,17,7,G,lo,729.0,145800.0,1.5,10,1.5,0,22,27
6,53,0,G,lo,1530.0,297000.0,1.5,11,1.5,0,22,28
6,53,4,G,lo,1530.0,297000.0,1.5,9,1.5,0,22,30
6,53,7,M,lo,3799.5,277119.0,1.5,7,1.5,0,22,31
6,49,2,M,hi,1800.0,111940.0,1.5,10,1.5,0,22,40
6,46,0,G,lo,729.0,145800.0,1.5,13,1.5,0,22,41
6,20,2,M,lo,1800.0,111940.0,1.5,16,1.5,0,23,18
6,13,11,M,lo,1800.0,111940.0,1.5,13,1.5,0,23,24
6,17,1,G,lo,729.0,145800.0,1.5,7,1.5,0,23,26
6,17,5,M,lo,1800.0,111940.0,1.5,16,1.5,0,23,27
6,20,7,C,lo,1350.0,241918.0,1.5,9,1.5,0,23,28
6,28,10,M,lo,1800.0,111940.0,1.5,14,1.5,0,23,35
6,28,0,C,lo,1660.5,311780.5,1.845,5,1.5,0,23,37
6,46,1,G,lo,729.0,145800.0,1.5,10,1.5,0,23,41
6,40,14,G,lo,48.6,9720.0,0.1,7,0.1,0,23,42
6,13,7,M,lo,1800.0,111940.0,1.5,15,1.5,0,24,19
6,13,4,M,lo,1800.0,111940.0,1.5,14,1.5,0,24,23
6,17,4,M,lo,1800.0,111940.0,1.5,12,1.5,0,24,26
6,46,2,M,lo,1800.0,111940.0,1.5,10,1.5,0,24,41
6,49,0,M,hi,1800.0,111940.0,1.5,14,1.5,0,25,41
6,20,4,C,lo,1687.5,317855.5,1.875,1,1.5,0,26,35
6,52,5,C,lo,1350.0,241918.0,1.5,16,1.5,0,26,41
6,52,20,C,lo,900.0,140668.0,1.0,15,1.0,0,26,42
6,13,14,G,lo,889.38,177876.0,1.83,6,1.5,0,27,12
6,13,10,G,lo,729.0,145800.0,1.5,13,1.5,0,27,17
6,13,3,G,lo,729.0,145800.0,1.5,7,1.5,0,27,18
6,52,6,C,lo,1350.0,241918.0,1.5,11,1.5,0,27,41
6,52,12,C,lo,900.0,140668.0,1.0,15,1.0,0,27,43
6,22,2,C,lo,900.0,140668.0,1.0,8,1.0,0,27,64
6,13,17,G,lo,911.25,182250.0,1.875,3,1.5,0,28,8
6,13,15,M,lo,2214.0,150028.0,1.845,5,1.5,0,28,12
6,20,3,G,lo,729.0,145800.0,1.5,15,1.5,0,28,16
6,13,8,G,lo,729.0,145800.0,1.5,11,1.5,0,28,17
6,28,15,C,lo,1714.5,323930.5,1.905,1,1.5,0,28,37
6,46,5,G,lo,925.83,185166.0,1.905,1,1.5,0,28,39
6,52,16,C,lo,900.0,140668.0,1.0,12,1.0,0,28,43
6,40,13,C,lo,900.0,140668.0,1.0,12,1.0,0,28,44
6,22,3,M,lo,1200.0,56740.0,1.0,7,1.0,0,28,63
6,22,5,M,lo,1200.0,56740.0,1.0,11,1.0,0,28,64
6,20,1,C,lo,1701.0,320893.0,1.8900000000000001,1,1.5,0,29,11
6,13,19,G,lo,911.25,182250.0,1.875,1,1.5,0,29,12
6,20,6,G,lo,729.0,145800.0,1.5,14,1.5,0,29,16
6,13,9,C,lo,1350.0,241918.0,1.5,12,1.5,0,29,17
6,13,5,G,lo,729.0,145800.0,1.5,14,1.5,0,29,18
6,24,2,C,lo,1350.0,241918.0,1.5,13,1.5,0,29,31
6,52,18,M,lo,1200.0,56740.0,1.0,15,1.0,0,29,43
6,52,9,C,lo,900.0,140668.0,1.0,14,1.0,0,29,44
6,36,13,M,lo,1200.0,56740.0,1.0,9,1.0,0,29,45
6,22,0,C,lo,1350.0,241918.0,1.5,7,1.5,0,29,61
6,22,4,C,lo,900.0,140668.0,1.0,11,1.0,0,29,62
6,22,6,G,lo,486.0,97200.0,1.0,13,1.0,0,29,63
6,22,8,M,lo,1200.0,56740.0,1.0,9,1.0,0,29,64
6,22,1,G,lo,729.0,145800.0,1.5,7,1.5,0,29,65
6,13,20,M,lo,0.0,0.0,1.8900000000000001,0,1.5,14,30,10
6,13,1,G,lo,918.5400000000001,183708.00000000003,1.8900000000000001,0,1.5,14,30,12
6,13,18,C,lo,1687.5,317855.5,1.875,2,1.5,0,30,13
6,24,5,G,lo,860.22,172044.0,1.77,6,1.5,0,30,15
6,24,3,G,lo,729.0,145800.0,1.5,16,1.5,0,30,16
6,13,12,M,lo,1800.0,111940.0,1.5,11,1.5,0,30,17
6,13,6,G,lo,729.0,145800.0,1.5,12,1.5,0,30,18
6,52,28,M,lo,1200.0,56740.0,1.0,11,1.0,0,30,42
6,52,24,M,lo,1200.0,56740.0,1.0,15,1.0,0,30,43
6,52,13,G,lo,486.0,97200.0,1.0,9,1.0,0,30,44
6,52,8,G,lo,486.0,97200.0,1.0,7,1.0,0,30,45
6,36,9,G,lo,729.0,145800.0,1.5,14,1.5,0,30,46
6,36,4,G,lo,729.0,145800.0,1.5,9,1.5,0,30,47
6,27,11,M,lo,1800.0,111940.0,1.5,14,1.5,0,30,48
6,22,7,C,lo,900.0,140668.0,1.0,11,1.0,0,30,60
6,15,12,C,lo,1350.0,241918.0,1.5,16,1.5,0,30,61
6,22,9,C,lo,900.0,140668.0,1.0,9,1.0,0,30,62
6,22,10,G,lo,486.0,97200.0,1.0,9,1.0,0,30,63
6,40,0,G,lo,486.0,97200.0,1.0,14,1.0,0,30,64
6,27,4,G,lo,729.0,145800.0,1.5,9,1.5,0,30,65
6,13,2,G,lo,918.5400000000001,183708.00000000003,1.8900000000000001,0,1.5,14,31,11
6,24,1,M,lo,1800.0,111940.0,1.5,11,1.5,0,31,17
6,24,0,M,lo,1800.0,111940.0,1.5,10,1.5,0,31,31
6,49,6,C,lo,0.0,0.0,1.9199999999999997,0,1.5,16,31,40
6,52,27,G,lo,486.0,97200.0,1.0,15,1.0,0,31,43
6,52,19,G,lo,486.0,97200.0,1.0,8,1.0,0,31,44
6,52,11,C,lo,900.0,140668.0,1.0,16,1.0,0,31,45
6,52,0,C,lo,1350.0,241918.0,1.5,8,1.5,0,31,46
6,36,10,M,lo,1800.0,111940.0,1.5,11,1.5,0,31,47
6,27,12,M,lo,1800.0,111940.0,1.5,9,1.5,0,31,48
6,36,7,C,lo,900.0,140668.0,1.0,12,1.0,0,31,49
6,36,0,C,lo,900.0,140668.0,1.0,13,1.0,0,31,50
6,15,8,C,lo,1350.0,241918.0,1.5,12,1.5,0,31,58
6,22,11,M,lo,1200.0,56740.0,1.0,8,1.0,0,31,59
6,36,2,M,lo,1200.0,56740.0,1.0,14,1.0,0,31,60
6,40,2,G,lo,486.0,97200.0,1.0,7,1.0,0,31,61
6,40,1,M,lo,1200.0,56740.0,1.0,15,1.0,0,31,63
6,27,1,G,lo,729.0,145800.0,1.5,7,1.5,0,31,64
6,27,6,C,lo,1350.0,241918.0,1.5,13,1.5,0,31,65
6,27,13,G,lo,729.0,145800.0,1.5,9,1.5,0,31,66
6,57,5,C,lo,1647.0,308743.0,1.83,6,1.5,0,32,37
6,5,4,G,lo,933.1199999999999,186623.99999999997,1.9199999999999997,0,1.5,16,32,38
6,52,4,G,lo,729.0,145800.0,1.5,15,1.5,0,32,45
6,52,2,C,lo,1350.0,241918.0,1.5,12,1.5,0,32,46
6,52,1,M,lo,1800.0,111940.0,1.5,15,1.5,0,32,47
6,15,15,C,lo,1350.0,241918.0,1.5,10,1.5,0,32,48
6,52,7,M,lo,1200.0,56740.0,1.0,13,1.0,0,32,49
6,36,14,C,lo,900.0,140668.0,1.0,15,1.0,0,32,50
6,36,12,C,lo,900.0,140668.0,1.0,13,1.0,0,32,52
6,36,8,C,lo,900.0,140668.0,1.0,14,1.0,0,32,53
6,36,1,M,lo,1200.0,56740.0,1.0,12,1.0,0,32,54
6,36,5,G,lo,486.0,97200.0,1.0,7,1.0,0,32,56
6,36,6,G,lo,486.0,97200.0,1.0,16,1.0,0,32,57
6,15,7,M,lo,1800.0,111940.0,1.5,11,1.5,0,32,58
6,40,7,G,lo,486.0,97200.0,1.0,14,1.0,0,32,59
6,40,6,C,lo,900.0,140668.0,1.0,8,1.0,0,32,60
6,40,5,C,lo,900.0,140668.0,1.0,8,1.0,0,32,61
6,15,16,C,lo,1350.0,241918.0,1.5,9,1.5,0,32,62
6,40,3,M,lo,1200.0,56740.0,1.0,8,1.0,0,32,63
6,40,4,G,lo,486.0,97200.0,1.0,10,1.0,0,32,64
6,27,8,M,lo,1800.0,111940.0,1.5,11,1.5,0,32,65
6,27,15,C,lo,1350.0,241918.0,1.5,8,1.5,0,32,66
6,13,16,C,lo,1674.0,314818.0,1.8599999999999999,4,1.5,0,33,11
6,13,0,M,lo,2232.0,151684.0,1.8599999999999999,4,1.5,0,33,12
6,9,9,M,lo,2196.0,148372.0,1.83,1,1.5,0,33,40
6,52,3,M,lo,1800.0,111940.0,1.5,8,1.5,0,33,47
6,52,15,G,lo,486.0,97200.0,1.0,8,1.0,0,33,48
6,15,11,C,lo,1350.0,241918.0,1.5,16,1.5,0,33,49
6,52,10,M,lo,1200.0,56740.0,1.0,11,1.0,0,33,50
6,52,14,C,lo,900.0,140668.0,1.0,15,1.0,0,33,52
6,52,17,C,lo,900.0,140668.0,1.0,12,1.0,0,33,53
6,15,2,M,lo,1800.0,111940.0,1.5,15,1.5,0,33,54
6,15,0,G,lo,765.45,153090.0,1.5750000000000002,5,1.5,0,33,55
6,40,15,G,lo,486.0,97200.0,1.0,9,1.0,0,33,56
6,40,10,M,lo,1200.0,56740.0,1.0,13,1.0,0,33,57
6,40,8,M,lo,1200.0,56740.0,1.0,15,1.0,0,33,59
6,15,9,C,lo,1350.0,241918.0,1.5,12,1.5,0,33,60
6,15,10,G,lo,729.0,145800.0,1.5,16,1.5,0,33,61
6,15,14,G,lo,729.0,145800.0,1.5,16,1.5,0,33,62
6,40,9,C,lo,900.0,140668.0,1.0,11,1.0,0,33,63
6,40,16,C,lo,900.0,140668.0,1.0,11,1.0,0,33,64
6,40,12,M,lo,1200.0,56740.0,1.0,8,1.0,0,33,66
6,61,13,M,lo,1800.0,111940.0,1.5,7,1.5,0,34,37
6,61,14,G,lo,729.0,145800.0,1.5,13,1.5,0,34,38
6,61,17,C,lo,1350.0,241918.0,1.5,13,1.5,0,34,39
6,61,19,G,lo,729.0,145800.0,1.5,10,1.5,0,34,40
6,52,22,G,lo,486.0,97200.0,1.0,15,1.0,0,34,49
6,52,21,M,lo,1200.0,56740.0,1.0,14,1.0,0,34,50
6,52,23,M,lo,1200.0,56740.0,1.0,12,1.0,0,34,51
6,52,25,M,lo,1200.0,56740.0,1.0,10,1.0,0,34,52
6,52,26,C,lo,900.0,140668.0,1.0,12,1.0,0,34,53
6,52,29,C,lo,900.0,140668.0,1.0,14,1.0,0,34,54
6,15,3,M,lo,1800.0,111940.0,1.5,8,1.5,0,34,56
6,27,2,M,lo,1800.0,111940.0,1.5,13,1.5,0,34,63
6,27,7,G,lo,729.0,145800.0,1.5,14,1.5,0,34,64
6,22,13,C,lo,0.0,0.0,1.845,0,1.5,11,34,67
6,61,7,M,lo,1800.0,111940.0,1.5,16,1.5,0,35,37
6,61,9,M,lo,1800.0,111940.0,1.5,8,1.5,0,35,38
6,61,10,M,lo,1800.0,111940.0,1.5,12,1.5,0,35,39
6,61,16,M,lo,1800.0,111940.0,1.5,11,1.5,0,35,40
6,9,36,M,lo,2106.0,140092.0,1.755,5,1.5,0,35,44
6,52,30,G,lo,486.0,97200.0,1.0,9,1.0,0,35,50
6,52,31,M,lo,1200.0,56740.0,1.0,14,1.0,0,35,51
6,27,3,C,lo,1350.0,241918.0,1.5,16,1.5,0,35,63
6,27,10,C,lo,1350.0,241918.0,1.5,11,1.5,0,35,64
6,27,16,M,lo,1800.0,111940.0,1.5,13,1.5,0,35,65
6,61,6,C,lo,1350.0,241918.0,1.5,10,1.5,0,36,37
6,61,8,G,lo,729.0,145800.0,1.5,16,1.5,0,36,39
6,61,12,G,lo,729.0,145800.0,1.5,14,1.5,0,36,40
6,9,5,G,lo,845.6399999999999,169127.99999999997,1.7399999999999998,4,1.5,0,36,43
6,26,4,M,lo,1800.0,111940.0,1.5,14,1.5,0,36,44
6,26,2,G,lo,729.0,145800.0,1.5,16,1.5,0,36,45
6,26,1,M,lo,1800.0,111940.0,1.5,12,1.5,0,36,46
6,15,6,C,lo,1350.0,241918.0,1.5,13,1.5,0,36,54
6,15,4,G,lo,729.0,145800.0,1.5,13,1.5,0,36,55
6,15,5,C,lo,1350.0,241918.0,1.5,7,1.5,0,36,56
6,15,13,M,lo,1800.0,111940.0,1.5,11,1.5,0,36,61
6,27,9,G,lo,729.0,145800.0,1.5,11,1.5,0,36,63
6,27,14,C,lo,1350.0,241918.0,1.5,15,1.5,0,36,64
6,15,18,G,lo,860.22,172044.0,1.77,6,1.5,0,36,65
6,5,5,G,lo,729.0,145800.0,1.5,13,1.5,0,37,31
6,61,3,M,lo,1800.0,111940.0,1.5,7,1.5,0,37,37
6,61,5,G,lo,729.0,145800.0,1.5,10,1.5,0,37,38
6,34,5,M,lo,1800.0,111940.0,1.5,16,1.5,0,37,40
6,34,10,G,lo,729.0,145800.0,1.5,14,1.5,0,37,43
6,26,3,G,lo,729.0,145800.0,1.5,12,1.5,0,37,44
6,26,0,G,lo,729.0,145800.0,1.5,14,1.5,0,37,45
6,9,32,G,lo,729.0,145800.0,1.5,13,1.5,0,37,46
6,27,5,M,lo,1800.0,111940.0,1.5,16,1.5,0,37,61
6,15,1,C,lo,1552.4999999999998,287480.49999999994,1.7249999999999999,4,1.5,0,37,64
6,15,19,C,lo,1593.0,296593.0,1.77,5,1.5,0,37,66
6,27,19,C,lo,1633.5,305705.5,1.815,5,1.5,0,37,67
6,61,1,M,lo,1800.0,111940.0,1.5,15,1.5,0,38,37
6,61,4,M,lo,1800.0,111940.0,1.5,11,1.5,0,38,38
6,34,6,C,lo,1350.0,241918.0,1.5,16,1.5,0,38,39
6,34,2,C,lo,1350.0,241918.0,1.5,15,1.5,0,38,40
6,9,30,M,lo,1800.0,111940.0,1.5,12,1.5,0,38,44
6,9,29,M,lo,1800.0,111940.0,1.5,8,1.5,0,38,45
6,9,28,G,lo,729.0,145800.0,1.5,9,1.5,0,38,46
6,9,27,C,lo,1350.0,241918.0,1.5,14,1.5,0,38,47
6,27,20,M,lo,2232.0,151684.0,1.8599999999999999,1,1.5,0,38,67
6,27,0,G,lo,889.38,177876.0,1.83,5,1.5,0,38,68
6,27,18,M,lo,2196.0,148372.0,1.83,6,1.5,0,38,69
6,5,15,M,lo,2106.0,140092.0,1.755,1,1.5,0,39,36
6,61,0,G,lo,729.0,145800.0,1.5,11,1.5,0,39,37
6,61,2,M,lo,1800.0,111940.0,1.5,13,1.5,0,39,38
6,34,4,G,lo,729.0,145800.0,1.5,10,1.5,0,39,39
6,34,0,M,lo,1800.0,111940.0,1.5,12,1.5,0,39,40
6,9,26,G,lo,729.0,145800.0,1.5,14,1.5,0,39,44
6,9,25,C,lo,1350.0,241918.0,1.5,15,1.5,0,39,45
6,9,23,M,lo,1800.0,111940.0,1.5,7,1.5,0,39,46
6,9,21,M,lo,1800.0,111940.0,1.5,10,1.5,0,39,47
6,9,22,G,lo,729.0,145800.0,1.5,10,1.5,0,39,48
6,50,2,M,lo,1800.0,111940.0,1.5,7,1.5,0,40,36
6,57,2,C,lo,1350.0,241918.0,1.5,14,1.5,0,40,37
6,34,8,G,lo,729.0,145800.0,1.5,13,1.5,0,40,39
6,34,1,C,lo,1350.0,241918.0,1.5,12,1.5,0,40,40
6,9,24,G,lo,729.0,145800.0,1.5,13,1.5,0,40,44
6,9,18,C,lo,1350.0,241918.0,1.5,13,1.5,0,40,45
6,9,16,G,lo,729.0,145800.0,1.5,8,1.5,0,40,46
6,9,15,M,lo,1800.0,111940.0,1.5,7,1.5,0,40,47
6,9,17,C,lo,1350.0,241918.0,1.5,14,1.5,0,40,48
6,9,19,C,lo,1350.0,241918.0,1.5,13,1.5,0,40,49
6,64,12,G,lo,486.0,97200.0,1.0,13,1.0,0,41,34
6,5,8,G,lo,729.0,145800.0,1.5,15,1.5,0,41,35
6,50,1,G,lo,729.0,145800.0,1.5,14,1.5,0,41,36
6,57,1,G,lo,729.0,145800.0,1.5,14,1.5,0,41,37
6,57,3,C,lo,1350.0,241918.0,1.5,16,1.5,0,41,38
6,34,9,G,lo,729.0,145800.0,1.5,16,1.5,0,41,39
6,34,7,C,lo,1350.0,241918.0,1.5,16,1.5,0,41,40
6,34,3,G,lo,729.0,145800.0,1.5,16,1.5,0,41,41
6,9,20,G,lo,729.0,145800.0,1.5,12,1.5,0,41,44
6,64,10,C,lo,900.0,140668.0,1.0,13,1.0,0,42,33
6,4,11,C,lo,1350.0,241918.0,1.5,7,1.5,0,42,34
6,4,12,C,lo,1350.0,241918.0,1.5,12,1.5,0,42,35
6,50,0,M,lo,1800.0,111940.0,1.5,14,1.5,0,42,36
6,57,0,C,lo,1350.0,241918.0,1.5,16,1.5,0,42,37
6,61,11,G,lo,729.0,145800.0,1.5,15,1.5,0,42,40
6,61,18,C,lo,1350.0,241918.0,1.5,14,1.5,0,42,41
6,9,13,M,lo,2087.9999999999995,138435.99999999997,1.7399999999999998,0,1.5,4,42,46
6,9,12,G,lo,845.6399999999999,169127.99999999997,1.7399999999999998,0,1.5,4,42,48
6,18,16,M,lo,1200.0,56740.0,1.0,10,1.0,0,43,19
6,18,11,G,lo,486.0,97200.0,1.0,10,1.0,0,43,20
6,18,9,M,lo,1200.0,56740.0,1.0,11,1.0,0,43,21
6,18,7,G,lo,486.0,97200.0,1.0,7,1.0,0,43,23
6,18,12,G,lo,486.0,97200.0,1.0,11,1.0,0,43,24
6,64,7,M,lo,1200.0,56740.0,1.0,14,1.0,0,43,33
6,64,8,M,lo,1200.0,56740.0,1.0,7,1.0,0,43,35
6,61,15,C,lo,1350.0,241918.0,1.5,15,1.5,0,43,40
6,9,31,C,lo,1350.0,241918.0,1.5,13,1.5,0,43,41
6,9,11,G,lo,845.6399999999999,169127.99999999997,1.7399999999999998,1,1.5,0,43,46
6,9,7,M,lo,2087.9999999999995,138435.99999999997,1.7399999999999998,2,1.5,0,43,47
6,9,38,M,lo,2070.0,136780.0,1.7249999999999999,2,1.5,0,43,48
6,18,14,C,lo,900.0,140668.0,1.0,13,1.0,0,44,20
6,18,10,G,lo,486.0,97200.0,1.0,10,1.0,0,44,21
6,18,8,C,lo,900.0,140668.0,1.0,16,1.0,0,44,22
6,18,13,G,lo,486.0,97200.0,1.0,14,1.0,0,44,24
6,64,9,M,lo,1200.0,56740.0,1.0,15,1.0,0,44,33
6,64,6,C,lo,900.0,140668.0,1.0,9,1.0,0,44,34
6,64,11,C,lo,900.0,140668.0,1.0,13,1.0,0,44,35
6,61,20,C,lo,1350.0,241918.0,1.5,16,1.5,0,44,40
6,9,33,C,lo,1350.0,241918.0,1.5,8,1.5,0,44,41
6,18,15,M,lo,1200.0,56740.0,1.0,11,1.0,0,45,24
6,11,1,M,lo,2070.0,136780.0,1.7249999999999999,2,1.5,0,45,33
