Step,owner,tract,rentin,wealth,draft,trees,rentout,livestock,cplots,hhsize,X,Y
8,9,0,0,95303.49999999977,2.0,8,0,0.0,7,13,91,78
8,8,0,0,0.0,0.0,0,0,0.0,1,3,95,16
8,27,0,0,7060.0,1.0,7,0,0.0,5,7,95,73
8,48,0,0,0.0,1.0,0,0,0.0,2,6,96,14
8,43,0,0,0.0,2.0,3,0,0.0,5,9,96,28
8,31,0,0,0.0,2.0,0,0,0.0,6,16,101,26
8,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
8,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
8,7,0,0,0.0,0.0,0,0,0.0,3,7,109,20
9,5,0,0,0.0,2.0,0,0,0.0,3,16,2,90
9,44,0,0,234582.99999999977,2.0,6,0,47.0,5,7,6,78
9,49,0,0,215688.0,1.0,0,0,0.0,4,6,11,23
9,26,0,0,46456.0,2.0,0,0,0.0,6,11,17,43
9,42,0,0,33404.0,2.0,7,0,0.0,6,8,19,72
9,34,0,0,89061.0,2.0,6,0,0.0,7,9,23,44
9,41,0,0,275171.0,2.0,32,0,0.0,27,39,24,60
9,39,0,0,112086.0,0.0,17,0,0.0,20,33,26,47
9,23,0,0,64545.0,2.0,9,0,0.0,6,9,31,17
9,18,0,0,275194.5,1.0,15,0,0.0,12,23,31,36
9,47,0,0,70270.0,1.0,0,0,0.0,4,6,32,5
9,37,0,0,1888.0,2.0,11,0,0.0,10,16,34,29
9,28,0,0,0.0,1.0,0,0,0.0,4,3,36,52
9,0,0,0,2471886.380000001,4.0,1,0,0.0,36,80,36,76
9,25,0,0,182034.0,1.0,7,0,0.0,8,10,37,10
9,2,0,0,56329.99999999977,2.0,8,0,0.0,4,5,38,24
9,35,0,0,0.0,2.0,8,0,0.0,7,11,41,59
9,4,0,0,335544.0,1.0,8,0,0.0,8,16,42,46
9,15,0,0,18962.0,1.0,18,0,0.0,16,34,43,76
9,29,0,0,0.0,2.0,0,0,0.0,10,20,44,36
9,3,0,0,5080.0,1.0,8,0,0.0,11,16,49,26
9,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
9,16,0,0,175905.0,2.0,20,0,0.0,15,22,54,85
9,24,0,0,101820.54000000004,0.0,7,0,0.0,5,9,57,72
9,14,0,0,0.0,0.0,1,0,0.0,20,45,58,44
9,38,0,0,0.0,0.0,1,0,0.0,18,34,58,58
9,36,0,0,56550.0,2.0,13,0,0.0,10,20,60,18
9,19,0,0,399148.0,0.0,0,0,0.0,13,26,60,25
9,12,0,0,0.0,2.0,0,0,0.0,4,18,60,77
9,40,0,0,87064.0,2.0,6,0,0.0,6,8,61,30
9,22,0,0,221347.0,0.0,9,0,0.0,7,11,62,77
9,32,0,0,123930.0,0.0,5,0,0.0,4,6,64,13
9,10,0,0,7575.000000000466,2.0,1,0,0.0,8,14,67,70
9,6,0,0,0.0,0.0,0,0,0.0,4,9,72,2
9,13,0,0,950794.0,2.0,20,0,0.0,18,25,74,32
9,33,0,0,0.0,0.0,0,0,0.0,1,5,74,79
9,11,0,0,243866.0,3.0,9,0,19.0,7,10,76,57
9,50,0,0,0.0,0.0,0,0,0.0,2,6,82,3
9,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
9,20,0,0,75550.0,1.0,12,0,0.0,11,20,87,51
9,30,0,0,0.0,1.0,0,0,0.0,48,86,88,67
9,9,0,0,217169.0,2.0,8,0,0.0,7,13,91,77
9,27,0,0,93239.0,1.0,7,0,0.0,5,7,93,72
9,8,0,0,45803.0,0.0,0,0,0.0,1,3,95,16
9,48,0,0,0.0,1.0,0,0,0.0,2,6,96,14
9,43,0,0,137345.0,2.0,3,0,0.0,5,9,96,28
9,31,0,0,0.0,2.0,0,0,0.0,6,16,101,26
9,46,0,0,39967.0,1.0,0,0,0.0,3,6,107,32
9,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
9,7,0,0,0.0,0.0,0,0,0.0,3,7,109,20
10,5,0,0,0.0,2.0,0,0,0.0,3,16,2,90
10,44,0,0,7060.0,2.0,7,0,47.0,5,7,7,78
10,49,0,0,4719.999999999884,1.0,1,0,0.0,4,6,11,23
10,26,0,0,96071.0,2.0,0,0,0.0,6,11,17,43
10,42,0,0,1595.0,2.0,7,0,0.0,6,8,19,72
10,34,0,0,2935.0,2.0,7,0,0.0,7,9,23,44
10,41,0,0,731639.0,1.0,32,0,0.0,27,39,24,60
10,39,0,0,535466.5,0.0,17,0,0.0,20,33,26,47
10,23,0,0,159065.0,2.0,9,0,0.0,6,9,30,18
10,18,0,0,377339.99999999907,1.0,18,0,0.0,12,23,30,35
10,37,0,0,297792.0,2.0,11,0,0.0,10,16,31,28
10,47,0,0,59746.0,1.0,1,0,0.0,4,6,32,5
10,25,0,0,128374.0,1.0,7,0,0.0,8,10,36,10
10,28,0,0,0.0,1.0,0,0,0.0,4,3,36,52
10,0,0,0,14220.0,0.0,37,0,0.0,36,80,36,76
10,2,0,0,51929.0,2.0,8,0,0.0,4,5,38,24
10,35,0,0,192203.0,2.0,8,0,0.0,7,11,41,59
10,15,0,0,2255.0,1.0,18,0,0.0,16,34,43,76
10,29,0,0,0.0,2.0,0,0,0.0,10,20,44,36
10,4,0,0,318330.0,1.0,8,0,0.0,8,16,44,47
10,3,0,0,289620.0,1.0,8,0,0.0,11,16,49,26
10,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
10,16,0,0,319030.0,2.0,20,0,0.0,15,22,54,85
10,24,0,0,204553.0,0.0,7,0,0.0,5,9,57,71
10,14,0,0,423883.0,0.0,1,0,0.0,20,45,58,44
10,38,0,0,0.0,0.0,1,0,0.0,18,34,59,58
10,36,0,0,5188.0,2.0,13,0,0.0,10,20,60,17
10,19,0,0,2418.0,0.0,0,0,0.0,13,26,60,26
10,12,0,0,9607.5,2.0,0,0,0.0,5,18,60,77
10,40,0,0,157068.0,2.0,6,0,0.0,6,8,61,30
10,32,0,0,113670.0,0.0,5,0,0.0,4,6,62,12
10,22,0,0,184031.0,0.0,9,0,0.0,7,11,63,77
10,10,0,0,9022.075000000652,2.0,9,0,0.0,8,14,67,70
10,51,0,0,318716.0,0.0,0,0,0.0,2,6,71,71
10,6,0,0,0.0,0.0,0,0,0.0,4,9,72,2
10,13,0,0,0.0,0.0,20,0,0.0,18,25,72,36
10,33,0,0,0.0,0.0,0,0,0.0,1,5,74,79
10,11,0,0,307033.99999999907,3.0,9,0,10.0,7,10,76,57
10,50,0,0,0.0,1.0,0,0,0.0,2,6,82,3
10,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
10,20,0,0,425900.0,1.0,12,0,0.0,11,20,87,51
10,30,0,0,470706.5,1.0,0,0,0.0,48,86,88,66
10,9,0,0,175020.0,2.0,9,0,0.0,7,13,91,77
10,27,0,0,109583.0,1.0,7,0,0.0,5,7,93,72
10,8,0,0,6288.0,0.0,0,0,0.0,1,3,95,16
10,48,0,0,0.0,1.0,0,0,0.0,2,6,96,14
10,43,0,0,3873.0,2.0,8,0,0.0,5,9,96,28
10,31,0,0,74291.0,2.0,0,0,0.0,7,16,101,26
10,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
10,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
10,7,0,0,0.0,0.0,0,0,0.0,3,7,109,20
11,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
11,44,0,0,343239.0,2.0,7,0,45.0,5,7,7,78
11,49,0,0,12135.779999999795,1.0,5,0,0.0,4,6,11,23
11,26,0,0,126587.0,2.0,1,0,0.0,6,11,19,42
11,42,0,0,8888.0,2.0,7,0,0.0,6,8,19,72
11,34,0,0,126377.0,2.0,7,0,0.0,7,9,23,42
11,41,0,0,180651.0,2.0,32,0,0.0,27,39,24,60
11,39,0,0,44177.49999999907,0.0,17,0,0.0,20,33,27,46
11,23,0,0,182125.0,2.0,11,0,0.0,6,9,29,19
11,37,0,0,5000.0,2.0,12,0,0.0,10,16,30,27
11,18,0,0,436519.0,1.0,18,0,0.0,12,23,30,34
11,47,0,0,37582.0,1.0,1,0,0.0,4,6,32,5
11,25,0,0,190206.0,1.0,7,0,0.0,8,10,36,10
11,28,0,0,26963.0,1.0,0,0,0.0,4,3,36,52
11,0,0,0,0.0,1.0,37,0,0.0,36,80,36,75
11,2,0,0,14613.0,2.0,8,0,0.0,4,5,38,24
11,35,0,0,493971.49999999977,2.0,8,0,0.0,7,11,42,56
11,15,0,0,226960.0,1.0,18,0,0.0,16,34,43,76
11,4,0,0,4544.0,1.0,8,0,0.0,8,16,44,47
11,29,0,0,29555.5,2.0,0,0,0.0,10,20,45,36
11,3,0,0,305964.0,1.0,8,0,0.0,11,16,48,26
11,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
11,16,0,0,322574.0,2.0,20,0,0.0,15,22,54,85
11,24,0,0,130030.0,0.0,7,0,0.0,5,9,57,70
11,14,0,0,21880.0,0.0,21,0,0.0,20,45,58,44
11,36,0,0,120840.0,2.0,13,0,0.0,10,20,59,17
11,19,0,0,1204.0,0.0,0,0,0.0,13,26,59,26
11,38,0,0,0.0,0.0,1,0,0.0,18,35,59,58
11,40,0,0,174556.0,2.0,7,0,0.0,6,8,61,30
11,12,0,0,0.0,2.0,0,0,0.0,5,18,61,77
11,32,0,0,45754.0,0.0,5,0,0.0,4,6,62,12
11,22,0,0,61905.0,0.0,10,0,0.0,7,11,63,77
11,10,0,0,0.0,2.0,9,0,0.0,8,14,67,70
11,6,0,0,98864.5,0.0,0,0,0.0,4,9,70,4
11,51,0,0,147732.0,0.0,0,0,0.0,2,6,71,70
11,13,0,0,56005.0,1.0,20,0,0.0,18,25,72,36
11,33,0,0,0.0,0.0,0,0,0.0,1,5,74,79
11,11,0,0,315206.0,3.0,9,0,5.0,7,10,76,57
11,50,0,0,0.0,1.0,0,0,0.0,2,6,82,3
11,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
11,20,0,0,42230.0,1.0,12,0,0.0,11,21,87,51
11,30,0,0,936253.0,1.0,0,0,0.0,48,86,87,66
11,9,0,0,3345.0000000009313,2.0,10,0,0.0,7,13,91,77
11,27,0,0,35060.0,1.0,7,0,0.0,5,7,92,71
11,8,0,0,0.0,0.0,0,0,0.0,1,3,95,16
11,48,0,0,0.0,1.0,0,0,0.0,2,6,96,14
11,43,0,0,88960.0,2.0,8,0,0.0,5,9,97,28
11,31,0,0,87850.1000000001,2.0,0,0,0.0,8,16,101,26
11,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
11,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
11,7,0,0,0.0,0.0,0,0,0.0,3,7,109,20
12,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
12,44,0,0,234583.00000000047,2.0,7,0,44.0,5,7,7,78
12,49,0,0,115823.7799999998,1.0,5,0,0.0,4,6,11,23
12,26,0,0,179279.0,2.0,1,0,0.0,6,11,19,42
12,42,0,0,33404.0,2.0,7,0,0.0,6,8,19,72
12,34,0,0,89061.0,2.0,7,0,0.0,7,9,22,42
12,41,0,0,275171.00000000745,0.0,32,0,0.0,27,39,24,60
12,39,0,0,710733.0000000019,0.0,19,0,0.0,20,33,27,46
12,37,0,0,312.0,2.0,12,0,0.0,10,16,29,27
12,23,0,0,64545.0,2.0,11,0,0.0,6,9,30,20
12,18,0,0,101043.0,2.0,18,0,0.0,12,23,30,34
12,47,0,0,70270.0,1.0,1,0,0.0,4,6,32,5
12,25,0,0,182034.0,1.0,7,0,0.0,8,10,36,11
12,28,0,0,0.0,1.0,0,0,0.0,4,3,36,52
12,0,0,0,193366.5,2.0,37,0,0.0,36,80,36,75
12,2,0,0,56330.0,2.0,9,0,0.0,4,5,40,25
12,35,0,0,159515.0,2.0,8,0,0.0,7,11,43,56
12,15,0,0,134670.0,1.0,20,0,0.0,16,34,44,76
12,29,0,0,0.0,2.0,0,0,0.0,10,20,45,36
12,4,0,0,367796.0,1.0,8,0,0.0,8,16,45,46
12,3,0,0,232.0,1.0,9,0,0.0,11,16,49,26
12,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
12,16,0,0,203905.0,2.0,23,0,0.0,15,22,55,85
12,52,0,0,322028.0,0.0,0,0,0.0,2,6,56,53
12,14,0,0,81036.5,0.0,21,0,0.0,20,45,58,44
12,36,0,0,56549.99999999814,2.0,14,0,0.0,10,20,59,18
12,19,0,0,693689.75,0.0,0,0,0.0,13,26,59,25
12,38,0,0,8825.5,0.0,1,0,0.0,18,35,59,58
12,24,0,0,188209.0,0.0,7,0,0.0,5,9,59,71
12,40,0,0,87064.00000000093,2.0,7,0,0.0,6,8,61,30
12,12,0,0,0.0,2.0,0,0,0.0,5,18,61,77
12,32,0,0,123930.0,0.0,5,0,0.0,4,6,63,13
12,22,0,0,221346.99999999907,0.0,10,0,0.0,7,11,63,77
12,10,0,0,251409.99999999977,2.0,9,0,0.0,8,14,67,70
12,6,0,0,72320.0,0.0,1,0,0.0,5,9,70,4
12,13,0,0,0.0,2.0,20,0,0.0,18,25,72,36
12,51,0,0,0.0,1.0,0,0,0.0,3,6,72,75
12,33,0,0,0.0,0.0,0,0,0.0,1,6,74,79
12,11,0,0,243866.0,3.0,9,0,3.0,7,10,76,57
12,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
12,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
12,20,0,0,123035.0,1.0,12,0,0.0,11,21,87,50
12,30,0,0,957307.0,2.0,0,0,0.0,48,86,87,66
12,9,0,0,217169.0,2.0,10,0,0.0,7,13,90,76
12,27,0,0,93239.0,1.0,7,0,0.0,5,7,93,72
12,8,0,0,45803.0,0.0,0,0,0.0,1,3,95,16
12,48,0,0,0.0,1.0,0,0,0.0,2,6,96,14
12,43,0,0,204553.00000000047,2.0,8,0,0.0,5,9,97,28
12,31,0,0,232089.40000000014,2.0,1,0,0.0,8,16,101,26
12,46,0,0,39967.0,1.0,0,0,0.0,3,6,107,32
12,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
12,7,0,0,0.0,0.0,0,0,0.0,3,7,109,19
13,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
13,44,0,0,35060.0,2.0,7,0,44.0,5,7,7,78
13,49,0,0,262651.2799999998,1.0,5,0,0.0,4,6,12,23
13,42,0,0,1595.0,2.0,7,0,0.0,6,8,18,72
13,26,0,0,8555.0,2.0,1,0,0.0,6,11,19,43
13,34,0,0,3935.0,2.0,7,0,0.0,7,9,23,43
13,41,0,0,481639.00000000745,1.0,32,0,0.0,27,39,24,60
13,39,0,0,374053.0,1.0,19,0,0.0,20,33,27,46
13,23,0,0,159065.0,2.0,11,0,0.0,6,9,29,20
13,37,0,0,297792.0,2.0,12,0,0.0,10,16,29,26
13,18,0,0,6340.0,3.0,18,0,0.0,12,23,31,34
13,47,0,0,6994.0,1.0,5,0,0.0,4,6,32,5
13,25,0,0,128374.0,1.0,7,0,0.0,8,10,35,10
13,0,0,0,621854.5,2.0,40,0,0.0,36,80,36,73
13,28,0,0,0.0,1.0,0,0,0.0,4,3,37,51
13,2,0,0,51929.0,2.0,9,0,0.0,4,5,40,25
13,35,0,0,192203.00000000093,2.0,8,0,0.0,7,11,43,56
13,15,0,0,2030.0,1.0,21,0,0.0,16,34,43,76
13,29,0,0,0.0,2.0,0,0,0.0,10,20,45,36
13,4,0,0,290330.0,1.0,9,0,0.0,8,16,45,46
13,3,0,0,289620.0,1.0,9,0,0.0,11,16,50,26
13,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
13,52,0,0,158819.99999999988,0.0,0,0,0.0,3,6,56,52
13,16,0,0,319030.0,2.0,23,0,0.0,15,22,56,85
13,19,0,0,368895.0,0.0,1,0,0.0,13,26,58,26
13,14,0,0,2237.0,0.0,22,0,0.0,20,46,58,44
13,36,0,0,5188.0,2.0,14,0,0.0,10,20,59,18
13,38,0,0,1256.125,0.0,1,0,0.0,18,35,59,58
13,24,0,0,204553.0,0.0,7,0,0.0,5,9,59,71
13,40,0,0,157068.0,2.0,7,0,0.0,6,8,61,30
13,12,0,0,4942.999999999767,2.0,0,0,0.0,6,18,61,77
13,32,0,0,85670.0,0.0,6,0,0.0,4,6,63,13
13,22,0,0,184031.0,0.0,10,0,0.0,7,11,64,76
13,10,0,0,177026.49999999953,2.0,9,0,0.0,9,14,68,70
13,6,0,0,10277.5,0.0,6,0,0.0,5,9,69,6
13,13,0,0,440513.0,2.0,20,0,0.0,18,25,72,37
13,51,0,0,19432.499999999884,1.0,1,0,0.0,3,6,72,78
13,33,0,0,0.0,0.0,0,0,0.0,1,6,74,79
13,11,0,0,307034.0,3.0,9,0,2.0,7,10,76,57
13,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
13,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
13,20,0,0,473384.9999999963,1.0,12,0,0.0,11,21,87,50
13,30,0,0,1761789.5,1.0,0,0,0.0,48,86,87,66
13,9,0,0,175020.0,2.0,11,0,0.0,7,13,91,76
13,27,0,0,109583.0,1.0,7,0,0.0,5,7,93,72
13,8,0,0,6288.0,0.0,0,0,0.0,1,3,95,16
13,48,0,0,8587.0,1.0,0,0,0.0,3,6,96,14
13,43,0,0,130030.0,2.0,8,0,0.0,5,9,97,28
13,31,0,0,153315.1000000001,2.0,1,0,0.0,8,16,101,26
13,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
13,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
13,7,0,0,0.0,0.0,0,0,0.0,3,8,109,19
14,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
14,44,0,0,343239.00000000093,2.0,7,0,42.0,5,7,7,78
14,49,0,0,8006.000000000233,1.0,5,0,0.0,4,6,15,21
14,26,0,0,20192.874999999767,2.0,7,0,0.0,6,11,18,42
14,42,0,0,8888.0,2.0,7,0,0.0,6,8,18,72
14,34,0,0,126377.0,2.0,7,0,0.0,7,9,23,43
14,41,0,0,180651.0,2.0,32,0,0.0,27,39,24,59
14,39,0,0,250389.0,2.0,19,0,0.0,20,33,27,46
14,23,0,0,182124.99999999814,2.0,13,0,0.0,6,9,29,20
14,37,0,0,5000.0,2.0,13,0,0.0,10,16,29,26
14,18,0,0,936519.0,2.0,18,0,0.0,12,23,31,34
14,47,0,0,37581.99999999977,1.0,5,0,0.0,4,6,32,5
14,25,0,0,190206.0,1.0,7,0,0.0,8,10,35,10
14,0,0,0,275250.0,2.0,40,0,0.0,36,80,36,73
14,2,0,0,14613.0,2.0,9,0,0.0,4,5,37,24
14,28,0,0,26963.0,1.0,0,0,0.0,4,3,37,51
14,35,0,0,179000.0,2.0,9,0,0.0,7,11,43,56
14,15,0,0,198960.0,1.0,22,0,0.0,16,34,44,76
14,29,0,0,0.0,2.0,0,0,0.0,10,21,45,36
14,4,0,0,4544.0,1.0,9,0,0.0,8,16,46,47
14,3,0,0,305964.0,1.0,9,0,0.0,11,16,50,26
14,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
14,52,0,0,0.0,1.0,0,0,0.0,4,6,56,53
14,16,0,0,322574.0,2.0,23,0,0.0,15,22,56,85
14,19,0,0,248126.0,1.0,1,0,0.0,13,26,58,25
14,36,0,0,120840.0,2.0,14,0,0.0,10,20,59,18
14,38,0,0,3399.0000000009313,0.0,1,0,0.0,18,35,59,58
14,24,0,0,102029.99999999907,0.0,8,0,0.0,5,9,59,71
14,14,0,0,416155.00000000093,0.0,24,0,0.0,20,46,60,44
14,32,0,0,45754.0,0.0,6,0,0.0,4,6,62,15
14,40,0,0,174556.0,2.0,8,0,0.0,6,8,62,32
14,12,0,0,6961.219999999739,2.0,0,0,0.0,7,18,62,77
14,22,0,0,61905.0,0.0,12,0,0.0,7,11,64,76
14,53,0,0,323684.0,0.0,0,0,0.0,2,6,65,87
14,10,0,0,264654.0,2.0,9,0,0.0,9,14,68,71
14,6,0,0,123620.5,0.0,6,0,0.0,5,9,69,6
14,13,0,0,500005.0,2.0,22,0,0.0,18,25,72,37
14,51,0,0,23420.499999999884,1.0,5,0,0.0,4,6,72,78
14,33,0,0,0.0,0.0,0,0,0.0,1,6,74,79
14,11,0,0,315206.0,3.0,9,0,1.0,7,10,76,56
14,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
14,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
14,20,0,0,42230.0,1.0,12,0,0.0,11,21,87,50
14,30,0,0,5549.5,2.0,0,0,0.0,48,86,87,66
14,9,0,0,13345.0,2.0,11,0,0.0,7,13,91,75
14,27,0,0,7059.999999998137,1.0,8,0,0.0,5,7,93,72
14,8,0,0,0.0,0.0,0,0,0.0,1,3,95,16
14,48,0,0,57911.0,1.0,0,0,0.0,3,6,96,14
14,43,0,0,188209.0,2.0,8,0,0.0,5,9,97,28
14,31,0,0,150049.7000000002,2.0,1,0,0.0,8,16,101,26
14,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
14,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
14,7,0,0,0.0,0.0,0,0,0.0,3,8,109,19
15,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
15,44,0,0,234583.0,2.0,7,0,41.0,5,7,8,78
15,49,0,0,53926.0,1.0,5,0,0.0,4,6,15,20
15,42,0,0,33404.0,2.0,7,0,0.0,6,8,16,71
15,26,0,0,166749.87499999977,2.0,7,0,0.0,6,11,18,42
15,34,0,0,89061.0,2.0,7,0,0.0,7,9,23,43
15,41,0,0,275170.99999999255,0.0,32,0,0.0,27,39,24,59
15,39,0,0,266733.00000000186,0.0,19,0,0.0,20,33,28,46
15,23,0,0,64545.0,2.0,13,0,0.0,6,9,29,20
15,37,0,0,1888.0,2.0,14,0,0.0,10,16,29,26
15,18,0,0,351043.0,1.0,18,0,0.0,12,23,30,34
15,47,0,0,70269.99999999977,1.0,5,0,0.0,4,6,32,5
15,25,0,0,182034.0,1.0,7,0,0.0,8,10,36,11
15,0,0,0,8485.000000003725,3.0,40,0,0.0,36,80,36,72
15,2,0,0,56330.0,2.0,10,0,0.0,4,5,38,24
15,28,0,0,0.0,1.0,0,0,0.0,4,3,39,52
15,35,0,0,159515.0,2.0,9,0,0.0,7,11,44,55
15,15,0,0,190670.0,1.0,22,0,0.0,16,34,44,75
15,29,0,0,0.0,2.0,0,0,0.0,10,21,45,36
15,4,0,0,367796.0,1.0,9,0,0.0,8,16,46,47
15,3,0,0,231.99999999813735,1.0,10,0,0.0,11,16,49,27
15,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
15,16,0,0,287905.0,2.0,23,0,0.0,15,22,57,85
15,19,0,0,20473.0,2.0,1,0,0.0,13,26,58,26
15,52,0,0,66327.49999999977,1.0,0,0,0.0,4,6,58,54
15,36,0,0,84550.0,2.0,14,0,0.0,10,20,59,17
15,38,0,0,595459.0000000009,0.0,1,0,0.0,18,35,59,58
15,14,0,0,74725.0,0.0,25,0,0.0,20,46,60,44
15,24,0,0,188209.0,0.0,8,0,0.0,5,9,60,70
15,32,0,0,123930.0,0.0,6,0,0.0,4,6,62,15
15,40,0,0,87064.0,2.0,8,0,0.0,6,8,62,32
15,12,0,0,262486.7899999996,2.0,0,0,0.0,8,18,64,77
15,22,0,0,221347.0,0.0,12,0,0.0,7,11,66,76
15,53,0,0,57277.99999999988,0.0,0,0,0.0,3,6,66,84
15,10,0,0,7800.0,2.0,9,0,0.0,9,14,68,70
15,6,0,0,78462.5,0.0,6,0,0.0,5,9,69,6
15,13,0,0,0.0,0.0,22,0,0.0,18,25,72,37
15,51,0,0,3191.9999999996508,1.0,5,0,0.0,4,6,73,80
15,33,0,0,0.0,0.0,0,0,0.0,1,6,74,79
15,11,0,0,3882.0,3.0,9,0,1.0,7,10,76,56
15,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
15,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
15,30,0,0,2024998.289999999,3.0,0,0,0.0,48,86,86,65
15,20,0,0,95035.0,1.0,13,0,0.0,11,21,87,50
15,9,0,0,217169.0,2.0,11,0,0.0,7,13,91,75
15,27,0,0,93239.0,1.0,8,0,0.0,5,7,93,71
15,8,0,0,45803.0,0.0,0,0,0.0,1,3,95,16
15,48,0,0,101022.0,1.0,0,0,0.0,3,6,96,14
15,43,0,0,204553.0,2.0,8,0,0.0,5,9,97,28
15,31,0,0,291941.90000000014,2.0,1,0,0.0,8,16,101,26
15,46,0,0,39967.0,1.0,0,0,0.0,3,6,107,32
15,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
15,7,0,0,0.0,0.0,0,0,0.0,3,9,108,19
16,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
16,44,0,0,35059.99999999907,2.0,7,0,41.0,5,7,8,78
16,49,0,0,14720.0,1.0,5,0,0.0,4,6,15,21
16,42,0,0,1595.0,2.0,7,0,0.0,6,8,15,70
16,26,0,0,360254.87499999977,2.0,7,0,0.0,6,11,19,42
16,34,0,0,3934.9999999981374,2.0,7,0,0.0,7,9,24,41
16,41,0,0,481639.0,1.0,32,0,0.0,27,39,24,60
16,37,0,0,297792.00000000186,2.0,14,0,0.0,10,16,28,26
16,39,0,0,1320.0,0.0,19,0,0.0,20,33,28,46
16,23,0,0,159065.00000000186,2.0,13,0,0.0,6,9,29,19
16,18,0,0,6340.0,2.0,18,0,0.0,12,23,30,34
16,47,0,0,220910.0,1.0,6,0,0.0,4,6,32,9
16,25,0,0,128374.0,1.0,7,0,0.0,8,10,35,11
16,0,0,0,334355.0,4.0,40,0,0.0,36,80,37,72
16,2,0,0,51928.99999999814,2.0,10,0,0.0,4,5,38,24
16,28,0,0,0.0,1.0,0,0,0.0,4,3,39,52
16,35,0,0,192203.0,2.0,9,0,0.0,7,11,44,54
16,29,0,0,0.0,2.0,0,0,0.0,10,21,45,36
16,15,0,0,2029.9999999962747,1.0,23,0,0.0,16,34,45,75
16,4,0,0,290330.0,1.0,10,0,0.0,8,16,46,48
16,3,0,0,289620.00000000186,1.0,10,0,0.0,11,16,50,26
16,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
16,16,0,0,0.0,0.0,23,0,0.0,15,22,57,85
16,19,0,0,204759.0,2.0,1,0,0.0,13,26,58,25
16,52,0,0,5350.000000000233,1.0,1,0,0.0,4,6,58,54
16,36,0,0,5188.000000003725,2.0,14,0,0.0,10,20,59,17
16,14,0,0,335350.0,0.0,27,0,0.0,20,46,60,44
16,38,0,0,355395.00000000093,0.0,1,0,0.0,18,35,60,58
16,24,0,0,204553.0,0.0,8,0,0.0,5,9,60,70
16,54,0,0,96983.0,0.0,0,0,0.0,2,6,61,5
16,32,0,0,85670.0,0.0,7,0,0.0,4,6,62,15
16,40,0,0,157068.0,2.0,8,0,0.0,6,8,62,32
16,12,0,0,1382.289999999106,2.0,1,0,0.0,9,18,65,76
16,6,0,0,0.0,0.0,6,0,0.0,5,9,67,7
16,22,0,0,184031.0,0.0,12,0,0.0,7,11,67,76
16,10,0,0,310142.0,2.0,9,0,0.0,9,14,69,69
16,53,0,0,0.0,1.0,0,0,0.0,4,6,69,84
16,13,0,0,0.0,1.0,22,0,0.0,18,25,73,37
16,51,0,0,5575.0,1.0,5,0,0.0,4,6,73,78
16,33,0,0,0.0,0.0,0,0,0.0,1,6,74,79
16,11,0,0,682034.0,2.0,9,0,0.0,7,10,76,55
16,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
16,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
16,20,0,0,473385.0,1.0,13,0,0.0,11,21,87,49
16,30,0,0,1940350.0,3.0,0,0,0.0,48,86,87,65
16,9,0,0,175020.0,2.0,12,0,0.0,7,13,91,75
16,27,0,0,109583.0,1.0,8,0,0.0,5,7,93,71
16,8,0,0,6288.0,0.0,0,0,0.0,1,3,95,16
